uniqueID,x,y,long,lat,Slope,Aspect,CAC,CEC,CLA,SAN,SIL,WAT,mean.SWI,Hydric,Floodplain,totalPPT,MeanTEMP,direction
6137,641174.5208,533785.3666,-87.5304802156494,41.2903114416982,4.46505689620972,30.9637565612793,11.2131576538086,13.5536575317383,31.8292102813721,12.4902629852295,55.6805267333984,19.3607997894287,5.493902206,No,No,882.7440656,9.767731994,N
6136,641151.3406,532923.5181,-87.53020900022,41.2825440003238,3.0662887096405,180,8.67615509033203,15.0567808151245,33.6557464599609,12.8041086196899,53.5401458740234,19.1269397735596,6.017897129,Yes,No,882.7440656,9.767731994,S
6135,641133.3958,532111.6041,-87.5299072139702,41.275228386765,3.0662887096405,180,13.0398721694946,13.76123046875,31.879186630249,9.63370513916016,58.4871063232422,19.7254543304443,6.704922676,Yes,No,882.7440656,9.767731994,S
6134,641115.451,531299.6902,-87.5296055004567,41.2679126997649,1.53424298763275,90,7.81820631027222,14.5045518875122,31.7404670715332,9.28168678283691,58.9778480529785,17.1891841888428,10.00436783,Yes,No,882.7440656,9.767731994,E
6133,641087.6865,530486.0718,-87.5294196774165,41.2605768868133,0,NA,12.5713720321655,14.1204147338867,32.8849029541016,9.54000568389893,57.5750923156738,20.0672721862793,10.30287075,Yes,No,882.7440656,9.767731994,NS
6132,641059.9219,529672.4535,-87.5292339004896,41.2532410003047,1.08500325679779,135,7.81820631027222,14.5045518875122,31.7404670715332,9.28168678283691,58.9778480529785,17.1891841888428,7.75884819,Yes,No,878.6876635,9.829035274,S
6131,641039.7664,528851.5185,-87.5289529654703,41.2458428382586,0,NA,2.48768472671509,17.2921180725098,21.5334968566895,48.8985214233398,29.5679798126221,31.3099994659424,7.282437325,Yes,No,878.6876635,9.829035274,NS
6130,641019.6108,528030.5835,-87.5286721000198,41.238444599876,0,NA,13.0699758529663,20.279146194458,25.4479656219482,25.3869609832764,49.1650733947754,24.7248477935791,10.75787449,Yes,No,878.6876635,9.829035274,NS
6129,640993.6079,527226.0431,-87.5284712755711,41.2311910370786,0,NA,8.67615509033203,15.0930318832397,33.6557464599609,12.8041086196899,53.5401458740234,19.1269397735596,10.21358299,Yes,No,878.6876635,9.829035274,NS
6128,640967.6049,526421.5026,-87.5282705001612,41.2239374001436,0,NA,1.05263161659241,16.557861328125,19.7177639007568,46.5789489746094,33.7032890319824,18.7089996337891,11.18963337,Yes,No,878.6876635,9.829035274,NS
